topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS1,dropVS2,dropVS2AN2,dropVS2AN5
firedetection,app27,1.351869800137878,1.8956037721541117,0.2928252742078712,1.544639577328155,1.867846944638907,0.2810785898963138,0.2805723395174993,1.3080669809029293,1.276802894803345,1.3490752842251474,1.3692258676013318
firedetection,app29,1.3356754681543797,1.931710522546175,0.27691015484466647,1.5459507661393723,1.8620349788268793,0.2791555129733031,0.279288642560727,1.297232744716567,1.2469155846615776,1.348579006309716,1.3803594708398748
intrusiondetection,app21,1.3189510213692146,1.9855135102644428,0.17889962618597766,1.4534668221394724,2.0676125163518244,0.1783420875297523,0.17794227616261205,1.3436039693134298,1.4000329248496612,1.3534182178553138,1.3036407120742186
intrusiondetection,app24,1.3190387128233918,1.985814567892512,0.1779382292500081,1.4408258725164094,2.0659966026809475,0.17804882993958043,0.17814441019211313,1.3454325137787009,1.383138318644989,1.3755592912427925,1.304819566291419
intrusiondetection,app2,1.3644972302258875,0.18976459932189751,1.9153470869702585,1.4363326548143793,2.0652323616038943,3.0311463954747175,3.465703016312194,1.3431213307767442,1.412046710458347,1.3563879629723075,1.2796491303313466
intrusiondetection,app36,1.3662702158468831,1.9834850165016589,1.9151694848844354,1.435728117884339,0.24616107320600017,0.6490031952822347,0.6512869673150646,1.352384537193764,1.4090570371306463,1.3574126049951591,1.298460535377215
intrusiondetection,app40,1.319996912609713,1.9854496850911234,1.9117736103480218,1.4511596586635789,0.24569940372352908,0.6503021351104855,0.6521027260883879,1.351180561664933,1.4062392081162225,1.3576805285712952,1.2786465885939964
intrusiondetection,app41,1.3199908583578275,1.9849989725906372,1.8649522979331083,1.4504030498913132,0.24640081315265314,0.6507997809494311,0.652742248990608,1.352245525270614,1.4271004116369097,1.3604121438571515,1.2978355689618515
intrusiondetection,app6,1.3679785824601254,0.18811501998724542,1.9165724295627848,1.439248089227648,2.0656436585603077,3.09084911145986,3.474913917970178,1.3454371114699113,1.4209953010707916,1.3452210870146246,1.290410221254882
occupancymanagement,app12,1.3238004840017923,1.9017223198154087,1.5960665599643002,0.12344884347858298,1.9659455356444144,2.8292545032061107,1.287344072294366,1.3648021522508016,1.3069995143308164,1.4977413031529636,1.3210188693865006
occupancymanagement,app21,1.317883324238811,1.9036947064030219,0.14048703118736752,1.4479583420670867,1.9763470837816348,0.14275877673388523,0.13623701912078662,1.3603991478479645,1.3138443643959015,1.4696920043857553,1.3298650232323133
occupancymanagement,app42,1.331408260840383,1.918290367152208,1.612576878913593,1.439238317152714,0.24944819652295513,0.5376305716022448,0.5518955445680347,1.3555855454917862,1.2982435782793744,1.4431298689598318,1.3325908886236533
occupancymanagement,app43,1.3301402980339478,1.9111897754365577,1.6122016443919214,1.4442211885324343,0.2472068641363629,0.5222459562177122,0.5546346452297927,1.3569740312068375,1.2959041340579303,1.4953109334497428,1.3351957923705018
occupancymanagement,app44,1.3284496809589303,1.8875211363833317,1.612576878913543,1.4507612072181368,0.2458197494983525,0.524297238268948,0.5473303767980912,1.3774711919629339,1.2727940362460968,1.5025997837529124,1.329487882236358
occupancymanagement,app5,1.3238004840017272,0.16326078136410568,1.6580374419312693,1.4548097902140529,1.9375732800378238,2.8295963835482447,3.3145068205082526,1.3692051566536523,1.315148145360784,1.4833372667884615,1.312324647174188
printing,app11,1.5265614778635872,2.220577409665856,1.8490744654214257,0.32112230565582484,2.02926265606538,2.894994952407584,1.0309614864077439,1.351659824226649,1.4443973723577126,1.4552485924343175,1.3449953175459608
printing,app12,1.543655494957446,2.2045165474512776,1.8679877699925647,0.3101919436162536,2.0435725972457477,2.913143470556531,1.0128824634496048,1.3737713627887336,1.446844229675286,1.4589761424172856,1.3593288101401475
printing,app13,1.5683026823949502,2.2007971898859164,1.8431581692139156,0.2967169920939332,2.059872578686692,2.893662951076421,1.0039456068452368,1.3560780863766324,1.4422563722048578,1.4718531332679878,1.3637881189471708
printing,app14,1.5184120045978637,2.242724493351313,1.8554918271170653,0.30879897039223875,2.0606691194242015,2.8467099041234984,0.992851487713937,1.3512066691343914,1.4281494228605498,1.4764278537015352,1.3465879278341715
printing,app15,1.5390838392229722,2.209926522092263,1.8692860497720731,0.2990339522422417,2.0367728973033405,2.9580985155114337,1.0186909151562717,1.3587261139200568,1.4413274798630542,1.4765972877917832,1.3475434940071007
printing,app16,1.5372949304574397,2.2055309176962656,1.8486758582758487,0.31818748946784525,2.0346108581588926,2.905983963397636,1.0291054336134613,1.3740910012968663,1.4376498825598722,1.4789693650536442,1.3473842329780963
printing,app2,1.5347109511292958,0.22970674188641063,1.8131336620391476,1.6488949346228639,2.0462995600905147,2.9184714758844454,3.8004921691535403,1.3735451184448777,1.4489852298283998,1.48504830524,1.31755541278461
printing,app4,1.55359387698861,0.2315664206691494,1.8385036408970175,1.6583172392258059,2.037000480371313,2.91647347388609,3.841644101352995,1.3462219631188976,1.4451620152695523,1.477396068088473,1.357034814739334
printing,app5,1.551606200582474,0.22328239700065292,1.8439695940758707,1.6521386788304153,2.0283523237942376,2.9231334805464164,3.8021514224509265,1.3415771234223957,1.445311543608166,1.4642819765863515,1.3549198612616047
smartthings,app11,1.3004638888136972,2.0813445219824427,2.058681761882423,0.1531857523280593,2.0078420292705506,2.7285244026172695,1.0989002877272775,1.2989684237167656,1.3429901505180573,1.411581514720031,1.1670135431356585
smartthings,app14,1.2706487427197684,2.051380300157934,2.0369520791363,0.1665295513860322,2.0164599673489882,2.73728779112794,1.0818738359180693,1.3042506950933073,1.3507688886338038,1.4201285232670489,1.1680745510933657
smartthings,app1,1.2670709251884176,0.1900207295120305,2.061723917466973,1.650830964247952,2.004969383244823,2.6905497190735885,3.4576719508249107,1.2903847327295992,1.3343471081672829,1.4767048656346846,1.1956225997941172
smartthings,app21,1.2712450456414914,2.090736293001988,0.1738490804495848,1.6410193472936476,1.9669866191211487,0.17594407157411254,0.18099210895811504,1.2989684237166914,1.3382364772250044,1.4261617057707854,1.1553424556024632
smartthings,app28,1.273630257328954,2.0567470264549854,0.1768912360340677,1.652400822960709,1.9880526899794442,0.1749703617396759,0.1812961527404719,1.312174102158438,1.342990150518025,1.4236478797276704,1.1516289277512748
smartthings,app3,1.2855563157664551,0.18554845759785085,2.0465131395447678,1.644159064719065,2.008799577946289,2.7382615009611904,3.4321322731113852,1.3039205531323257,1.3460152153406235,1.395881339134618,1.1160214872697223
videosurveillance,app26,1.3628599273419402,1.9890463482644616,0.14222074101372417,1.4757187621846624,2.0616707747305765,0.1422160466606413,0.14318497886803003,1.3469928494067924,1.380832219391007,1.3840463468248376,1.237063426547733
videosurveillance,app2,1.3319909873126539,0.19013678951397903,1.85272605598765,1.472298234296493,2.0602603955232266,3.060274820428272,3.530664639840067,1.3530108757944899,1.3789956998318018,1.36907880200268,1.2597197559686515
videosurveillance,app36,1.3358096438258287,1.9929811528179433,1.854211884801271,1.473717108836461,0.2809969359959719,0.5912378584307418,0.6133734950540553,1.3461731433053743,1.3812905006236833,1.3647589199373478,1.2258615176525518
videosurveillance,app37,1.363625154691968,1.9900078493484692,1.8496477555385327,1.475646136753757,0.28055720766130754,0.6021237548876652,0.6138351591306954,1.3497354851914878,1.3819598310744938,1.3903479857062473,1.2651456627520308
videosurveillance,app38,1.360253877019706,1.9919029562681576,1.853011764245525,1.470958343700155,0.2806911528978659,0.6008222383844847,0.6100515801945163,1.3455757822141485,1.4129616525822128,1.3805793999677018,1.2405445574977043
videosurveillance,app39,1.3643247102383047,1.9934907547912035,1.8521116430033098,1.4725678861644296,0.2796521522218871,0.5958332823766272,0.6124516067019591,1.3505634803665032,1.3854780381136558,1.3713842621451384,1.25266823363164
videosurveillance,app4,1.3619793965840388,0.19004871216986613,1.8496104651304472,1.470478283252999,2.0587685704201415,3.0665287413389763,3.5265705103095786,1.3530600797599137,1.4177646411897116,1.3943193297937384,1.2331475297102563
