"topic","app","user_simulation","user_simulation","user_simulation","user_simulation","user_simulation","user_simulation","user_simulation"
"topic9","app2","0.7528002923187501","0.7614675684678054","0.8188839442291007","0.8175090095224481","0.7833229526627729","0.7631175966676319","0.8103589098244369"
"topic17","app16","0.7838126509821204","0.7875699075184045","0.821109099680461","0.7990932296651293","0.7929565313515847","0.8051926782247903","0.7979005223226927"
"topic1","app7","0.9757886294409611","0.9059634685478992","0.9671069276106515","0.9370185496265401","0.7649372985539126","0.899023980658212","0.928981751071466"
"topic1","app5","0.9500969298361125","0.9132098453592562","0.9431091862212778","0.8926529773101725","0.8192851246415908","0.9097153562810759","0.98168267333826"
"topic20","app14","0.672978157555422","0.7012441783103929","0.6974947774216042","0.6827063153520928","0.7042680763883254","0.6927191580383493","0.6529612259345559"
"topic2","app15","1.019309748523749","0.9949512623147748","1.0319658549021435","1.012808468425179","1.008743782912302","0.9981584794166869","1.0205053381780373"
"topic2","app13","1.0107982897630277","0.992873512077427","1.0324571733188623","1.023229055753645","1.0103326265849486","1.002370951841987","1.0169479500998881"
"topic5","app14","0.773004621391695","0.7916918359957801","0.7901857714174789","0.782676191992294","0.8011049748228481","0.7700311289964686","0.8034200961511868"
"topic15","app15","0.6779486233358725","0.7103130120005727","0.6929355813279323","0.6902409009003116","0.6866304359048898","0.7025574751249208","0.6748667027360881"
"topic18","app12","0.7552377823837256","0.8159760299531627","0.8049059394224969","0.8101690994323386","0.7316010972885124","0.0","0.6291744194073544"
"topic26","app6","0.7906083005217315","0.8231591777551489","0.8093251903944276","0.7861929895863189","0.7851726218657973","0.8145635203176939","0.81986313064579"
"topic29","app9","0.569953414208309","0.46393949841253096","0.6397236072864163","0.6488147608930982","0.6213354307817807","0.5522709782315081","0.8144866390932748"
"topic23","app3","0.7039216577970633","0.649219677790709","0.6968368499396976","0.6786240318425705","0.6745203316476335","0.6823119041256265","0.6961042815673913"
"topic12","app2","0.7674755195378511","0.8103706076663122","0.8539505906211955","0.764734802060457","0.8139465801566946","0.8095156633950191","0.8155796075235059"
"topic7","app5","0.7687019847936921","0.7500207675455041","0.7868022326228198","0.7097077196673194","0.7720526005260367","0.8213442623844024","0.7971362974678461"
"topic15","app6","0.6765899276836265","0.710379100811974","0.6912854126091785","0.6974178236211068","0.6903754710523027","0.6982894300572862","0.6825025091882163"
"topic12","app9","0.7580782009059269","0.8115208262080453","0.8454439743640446","0.7974396885550792","0.8205564508970905","0.8061797354510208","0.813509214148592"
"topic1","app3","0.9580020681759255","0.8878475265192037","0.9374626588351438","0.9192723206997355","0.8124916463803373","0.9417894831522037","0.9158065205060473"
"topic4","app3","0.6802892705593264","0.6958401720837291","0.683919702864332","0.6648229603418694","0.7010914957739868","0.681169290904822","0.6848935242770289"
"topic7","app8","0.7742856655558776","0.7308905327317878","0.7977004774318937","0.7199708284563925","0.7599753058401499","0.8339550783240678","0.7969124135291143"
"topic23","app13","0.6922054533470211","0.6526164169211235","0.7099855927918666","0.6804415816135588","0.6828436781402601","0.6848867940149727","0.7036910275510297"
"topic1","app1","0.9876463369506919","0.9023402801420388","0.9755767186889035","0.9725110074785344","0.7989046898588157","0.9310981075280818","0.9816826733387685"
"topic20","app6","0.6746765271206836","0.700970704565789","0.7095825827367703","0.6813914485918949","0.6977463372579359","0.6904954761699248","0.6660044900138435"
"topic18","app10","0.6827740142689436","0.9246716821262453","0.6962102872485048","0.8826328675483334","0.7750793581581092","0.0","0.6726526802769512"
"topic21","app8","0.8093897816447723","0.8335964084354309","0.7906258862358705","0.7221754782837877","0.754278882570336","0.821218433089146","0.8231381980484435"
"topic16","app16","0.8044002912367085","0.8109228240648296","0.806307756042147","0.7880166494031147","0.8086340228471215","0.8033908794470367","0.7818274269310356"
"topic29","app11","0.642417182324708","0.6813308027579167","0.7121873754024111","0.7212785290078804","0.5971808414081655","0.4686589380965485","0.8688344651804982"
"topic26","app11","0.7894730661816627","0.8191889943796652","0.8148412752196869","0.7814357556968786","0.7760423132781377","0.8112986160376819","0.8236604275865084"
"topic5","app6","0.7720758412109087","0.8000436604013348","0.7862393053572456","0.796078381294536","0.8149119332961291","0.7848573869162673","0.7986787690289169"
"topic26","app1","0.7983786218314607","0.8215451797222737","0.8142755395267326","0.7736824307132298","0.7669093147068499","0.8136375753394359","0.8148565961444749"
"topic21","app4","0.8073389202831017","0.756870065724916","0.7962969637405432","0.722175478283333","0.7723948245984634","0.8580644168765693","0.8436695990146804"
"topic5","app4","0.7764013605221967","0.7982816403212801","0.7985831528850615","0.792163343678268","0.8046375835184211","0.7717199458928337","0.8056854196055457"
"topic21","app1","0.8545087316036849","0.8527779941131425","0.7679415762173029","0.735762434805082","0.7622186602814087","0.8506952201189175","0.8134763622999667"
"topic12","app10","0.7787523018961265","0.8540789122439467","0.8496972824926322","0.7666586189131956","0.8117432899098721","0.7861641677872324","0.8002586965501473"
"topic19","app13","0.7976958005498316","0.7812530199110506","0.8034181238833866","0.8100422935543246","0.8015741698211667","0.7813723665662485","0.8080816402439422"
"topic30","app7","0.7861797678229394","0.7992332687941948","0.8056455830967882","0.7980613996533109","0.8000417601164517","0.8033033568465963","0.7942749669210972"
"topic6","app4","0.6512356540703298","0.9193542089758922","0.6926360793717311","0.4316806640381401","0.0","0.4401846387879118","0.6243843145602795"
"topic8","app14","0.6770997062238386","0.6906237706218226","0.6963016788255378","0.6993421764252187","0.6803340704196412","0.7044830082535027","0.6931668418839914"
"topic28","app8","0.6830971299448889","0.6937814923556179","0.6917167341563588","0.6771680107142187","0.6728702777727636","0.6810502758814834","0.6890198634714518"
"topic11","app8","0.7920140607418547","0.8147869734312737","0.808499151770577","0.7711584161003671","0.7886726923041395","0.8034191993093567","0.7833508509737417"
"topic25","app7","0.6892254124395324","0.6882088246409775","0.700474808476445","0.6573584716833687","0.6872803149401477","0.6876009164505856","0.6757310031647622"
"topic22","app2","0.7897396648850405","0.7640846026002335","0.7991481766921523","0.7978957142695199","0.8036854634731476","0.8024953929551953","0.8169844970245077"
"topic14","app5","0.9119733087431081","0.9043817716886688","0.8860614950028408","0.9147926037806977","0.9016408429959526","0.9073584692308634","0.9096339626833747"
"topic17","app7","0.7975877866182608","0.7903430072348023","0.8311727507068244","0.8042298673988904","0.7933161530294536","0.8022488376450667","0.7830947428106535"
"topic7","app12","0.7955036524526622","0.750695895819989","0.775903987813659","0.7386310262544205","0.7753842680257629","0.817920777276468","0.7953452259591194"
"topic22","app5","0.7719835284882455","0.7789377872099639","0.8079873045647368","0.7947320154536459","0.8003375222430549","0.7899464532492809","0.8055083971017556"
"topic10","app11","0.6772324634415782","0.6444443994956092","0.7079082200401837","0.6879910029054179","0.7040602203255266","0.6506425278600082","0.7103767446194993"
"topic22","app9","0.7784886156322525","0.785060074576804","0.8168264324374448","0.78750070387455","0.8077892210287321","0.79304535359135","0.8102672565495977"
"topic30","app16","0.8025816476913286","0.7875016907102574","0.798750241654521","0.813856236609845","0.796629736725208","0.7976998827306977","0.7925315852368344"
"topic30","app15","0.7886320393760667","0.7920872885363501","0.7939039130234152","0.8117840018004765","0.803765096667577","0.8031324169967081","0.7952608464243545"
"topic25","app16","0.6818550056383448","0.6796873884950219","0.7028528534325065","0.6505582083391962","0.6839968004475262","0.6880594617295659","0.678731001220014"
"topic19","app5","0.7820829533034058","0.7857820763984567","0.8050543788799427","0.8067390540571008","0.799793768101516","0.8040368600037943","0.802724541653516"
"topic16","app4","0.8023542453495119","0.822714016821943","0.7865930933150238","0.7956872208982364","0.8116801150142897","0.7997269151276618","0.7893942515727923"
"topic16","app3","0.8059971411944901","0.8041856286242621","0.8103623611022033","0.7840930179997032","0.8106262107238567","0.7987693074834122","0.7757967932446127"
"topic4","app13","0.6824782802211701","0.6935828727696017","0.6910881962514266","0.6684992787068879","0.7003520512213183","0.6788057751265275","0.6817047522776746"
"topic28","app14","0.6808326371912987","0.6970346475898043","0.6899793627765234","0.6883585313875529","0.6747954483857537","0.6813675140271828","0.6908552398072799"
"topic19","app2","0.7931636415944385","0.8023472309666277","0.8053013765261068","0.8249869155450711","0.8038237505811097","0.8045516255054322","0.7984017149287446"
"topic27","app4","0.3944724831662825","0.3681999430502098","0.0","0.0","0.5478955268190475","0.0","0.0"
"topic27","app3","0.28577683099138085","0.4406637111637792","0.0","0.0","0.7652868311652128","0.0","0.0"
"topic13","app11","0.7935671188311575","0.797140024146627","0.7872302870558393","0.7856567594528656","0.7991360598360069","0.8045372985405331","0.7939070864087522"
"topic13","app10","0.7943980928215107","0.7880992786697838","0.8062719171899239","0.7845922124457217","0.7873907629654563","0.8022833239339598","0.7824810467639047"
"topic13","app12","0.7703511764767376","0.7690161730008682","0.809267550451313","0.8028390158472437","0.7970373519955098","0.7881140692756335","0.7857219050781695"
