topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS1,dropVS2,dropVS2AN2,,planner output
topic4,app13,0.685429291056022,0.783401621835145,0.762110610653889,0.730568640883323,0.374175280329071,0.480698257514241,0.009703383872533,0.683271506053075,0.682162106089123,0.673118222919615,,0.479749841398932
topic4,app3,0.685355448901043,0.33814182474712,0.760513057547078,0.730912347454549,0.908753073926548,1.05463825600281,0.024344650800187,0.680960385876861,0.675334284934821,0.681439971024288,,1.17075102360029
topic5,app14,0.800610767598013,0.920918995354875,0.979052947127265,0.845584233394553,0.39071727828403,0.676743016187534,0.013689285681613,0.791932901790392,0.79273043381611,0.78501423491017,,0.669357427092889
topic5,app4,0.801177178115078,0.354419389700085,0.978338733072344,0.844300769023069,1.07451386742152,1.38448404179007,0.031277909731236,0.798723555881842,0.788304826282675,0.778086555075761,,1.53331773277786
topic5,app6,0.798727367058845,0.935567961300918,0.361912330723468,0.846870141779556,1.07262392402838,0.364845360227164,0.007253697315639,0.796152656045505,0.788708609967125,0.779995807247531,,0.361853897451424
topic6,app11,0,0,0,0,0,0,0.013505296779124,0.739547489072606,0.649900103958741,0.738505477630227,,0
topic6,app4,0,0,0,0,0,0,0.022887447808728,0.726759765289355,0.645069186086443,0.745019620008575,,0
topic7,app12,0.786838276610236,0.854384568865937,1.06041689123483,0.358521222287545,0.968055528998856,1.38654702083228,0.024738374165691,0.791589326627309,0.796062177342569,0.779236809789131,,1.2049793526262
topic7,app5,0.786014715821985,0.852002489527558,0.43692228977561,0.92545540798208,0.969698315560209,0.437727058461334,0.008667201124969,0.80106012453303,0.794583324932358,0.783559930266637,,0.435928390098082
topic7,app8,0.789904753186189,0.850153606562129,0.435457232796924,0.923342205860705,0.972750504199843,0.436528728255674,0.008586182030643,0.781544868849622,0.786227808812858,0.754727830629815,,0.433843435790098
topic8,app14,0.691133497492886,0.722325156398595,0.82974971808033,0.730575014414838,0.373410950382264,0.616919213859645,0.012297464225142,0.684208832024908,0.682753035336997,0.675884569503274,,0.612691009818988
topic8,app6,0.693827486930221,0.723520178413191,0.345880512569251,0.730316912186443,0.916209750100128,0.345966661871818,0.006931084986044,0.683171772017686,0.683252177881167,0.674203243630634,,0.345411432910933
topic9,app2,0.785558065396466,0.356296036174617,1.06740672454355,0.836674140427176,0.967612769626313,1.40741092793347,0.029739151961347,0.788230225890611,0.774108039677276,0.784273975842118,,1.52637331102761
topic9,app7,0.797210521946814,0.916589454201253,0.438541645933585,0.85220336792085,0.9733824572722,0.43558907102035,0.008575395519891,0.790474022898888,0.767260875017951,0.772750724004611,,0.434826279116697
topic9,app8,0.791586668172061,0.913142535385768,0.439078107783724,0.849429543863542,0.970202064146681,0.43493245093893,0.008800541865006,0.791098065252356,0.766607457863915,0.780503850843218,,0.439742537945051
