topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS10,dropAN10,dropRT10,dropVS10AN10,dropVS10AN10RT10,dropVS15AN15
printing,app5,4.632066708890367,0.22995705042246922,5.7419838699812145,5.125350793200611,7.349461800742453,10.967303385877116,15.314531953510192,3.9043911442816506,4.129885710096016,4.14393723325634,3.642638743543543,3.2014128825627153,2.9775926793270484
smartthings,app11,4.431596766094111,6.559461202879416,5.528038379383367,0.16051858294454963,7.759851474381172,11.745494254714409,1.619097320976462,3.8849545652340325,3.676825356279384,4.201707508069741,3.478370259773365,3.1777990625498065,2.7624313123772666
smartthings,app14,4.502061524011259,6.459615898268956,5.540944840182538,0.15692735056768933,7.713842943803982,11.564899958509576,1.6527506679186872,3.8291303307979554,3.705630110493374,4.120161197197656,3.479206555917518,3.2094387821814454,2.8522900316557167
smartthings,app1,4.553526257192058,0.2286346319142829,5.507171891392362,4.986665474519058,7.727664945520318,11.549687579125754,13.28773381481851,3.8442662623325097,3.568892932611696,4.1558795438519,3.4529130468052087,3.2240176954759345,2.927409011718037
smartthings,app21,4.519772081235277,6.462943616020539,0.16982889295221787,4.912014531518068,7.697960852229982,0.17001801052553148,0.17077489355998296,3.900289318145174,3.6177275438653487,4.116493744048968,3.351674061503907,3.3734320969997653,2.787220232251981
smartthings,app28,4.550235054673417,6.388979546988689,0.17457810406060367,4.947788242966608,7.687583855738271,0.1760375987744274,0.17397341732578026,3.942687850605199,3.595941025035341,4.0710113868606665,3.428482335384942,3.268199375523104,2.7960697897740743
smartthings,app3,4.480382623792032,0.23105511823735161,5.536583948544948,4.964220710838441,7.840044715761646,11.70107320155885,13.657041163312334,3.91068243067078,3.533392274775556,4.190982905093233,3.635721967925995,3.152041673329176,2.8528044795991754
smartthings,app8,4.443035993532369,0.2253945210276636,5.504504371889255,4.974905966454273,7.718142346806736,11.514250286039987,13.473165557455278,3.9742828288448124,3.6308263933200458,4.162254004395428,3.3834212290593535,3.140301397856339,2.7253577659279613
videosurveillance,app26,4.503863685343415,6.260195182603227,0.13712717241076144,4.746766526947531,7.921369889329676,0.13709705192515262,0.13734505865545407,3.8016895457678856,4.143577360428435,4.224714303189456,3.5311885226048063,3.1504489140825354,2.865389167262692
videosurveillance,app36,4.568850190475496,6.207338061009681,5.717230326668646,4.7447633619227805,0.39314240954203433,0.8562113616262972,0.8634153401976289,3.792736578475431,4.135304487514829,4.199134562175951,3.464005466503981,3.0772314637913185,2.871534033379201
videosurveillance,app37,4.499129656875736,6.249260746090738,5.709352322396218,4.73472808375841,0.3938797524995668,0.8591692776274478,0.8581887152435851,3.7780945084218645,4.145657307253073,4.22062616271799,3.5405659501967945,3.0591957846392344,2.864288772173897
videosurveillance,app38,4.4960154809810104,6.2206495610394645,5.760109872761055,4.746171404104253,0.39416637230252477,0.8548623676555486,0.8556591965427149,3.765815698553585,4.171825134990698,4.214495715161933,3.547609498506406,3.075318192651704,2.847494585786832
videosurveillance,app39,4.502942042745065,6.253980968520956,5.7622789634004805,4.742075087112587,0.39601964189720257,0.8631358349077385,0.8660088573447691,3.7744514694556983,4.133936129488294,4.229822170340676,3.477618489681308,3.071050347776922,2.8696905877432792
videosurveillance,app46,4.567285019256022,6.254328017921767,5.756036418541531,4.7283249191854395,0.3937180786109402,0.8550476235096083,0.859176926647623,3.798705744979207,4.1266934208121535,4.230377883583361,3.465024948340855,3.075444165044391,2.8648296982959676
videosurveillance,app4,4.50544927970646,0.19572644594608377,5.750153900648504,4.736872421336131,7.913374459518361,11.850128006869014,14.285562409450145,3.7924178132352777,4.165070314388989,4.218692606672354,3.4522002185405736,3.138460271031129,2.8669813366614223
videosurveillance,app7,4.50498974909263,0.19434977928228397,5.767087318209514,4.733053883598155,7.82165391119563,11.848458172297455,14.315838357956054,3.790929824784209,4.142506001207763,4.2161844122778955,3.543506549945314,3.076902906723396,2.8603499452059724
